source_doc_id,source_path,source_type,entity_type,entity_id,linked_table,linked_column,link_method,confidence,is_public_safe,notes
CHAT-LO-2024-02-01-eadb4d,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-01-eadb4d.md,doc_chat_line_oa,customer,CUST-L3-B2B-025200,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-025200
CHAT-LO-2024-02-03-667dd1,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-03-667dd1.md,doc_chat_line_oa,customer,CUST-L3-B2B-028000,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-028000
CHAT-LO-2024-02-05-9b9acd,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-05-9b9acd.md,doc_chat_line_oa,customer,CUST-L3-B2B-001800,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-001800
CHAT-LO-2024-02-06-ab5fa1,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-06-ab5fa1.md,doc_chat_line_oa,customer,CUST-L3-B2B-018200,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-018200
CHAT-LO-2024-02-08-79d7b2,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-08-79d7b2.md,doc_chat_line_oa,customer,CUST-L3-B2B-008500,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-008500
CHAT-LO-2024-02-08-d7f7d5,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-08-d7f7d5.md,doc_chat_line_oa,customer,CUST-L3-B2B-002700,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-002700
CHAT-LO-2024-02-09-9a6a6f,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-09-9a6a6f.md,doc_chat_line_oa,customer,CUST-L3-B2B-015200,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-015200
CHAT-LO-2024-02-10-c1054c,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-10-c1054c.md,doc_chat_line_oa,customer,CUST-L3-B2B-008800,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-008800
CHAT-LO-2024-02-11-05beea,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-11-05beea.md,doc_chat_line_oa,customer,CUST-L3-B2B-019600,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-019600
CHAT-LO-2024-02-14-91d092,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-14-91d092.md,doc_chat_line_oa,customer,CUST-L3-B2B-005200,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-005200
CHAT-LO-2024-02-14-d67057,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-14-d67057.md,doc_chat_line_oa,customer,CUST-L3-B2B-029400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-029400
CHAT-LO-2024-02-15-5ffae0,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-15-5ffae0.md,doc_chat_line_oa,customer,CUST-L3-B2B-008300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-008300
CHAT-LO-2024-02-15-b0b2bf,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-15-b0b2bf.md,doc_chat_line_oa,customer,CUST-L3-B2B-001300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-001300
CHAT-LO-2024-02-15-c0be0c,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-15-c0be0c.md,doc_chat_line_oa,customer,CUST-L3-B2B-020300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-020300
CHAT-LO-2024-02-18-3898de,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-18-3898de.md,doc_chat_line_oa,customer,CUST-L3-B2B-027500,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-027500
CHAT-LO-2024-02-21-d998de,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-21-d998de.md,doc_chat_line_oa,customer,CUST-L3-B2B-026100,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-026100
CHAT-LO-2024-02-23-0e0480,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-23-0e0480.md,doc_chat_line_oa,customer,CUST-L3-B2B-024000,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-024000
CHAT-LO-2024-02-23-2e7306,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-23-2e7306.md,doc_chat_line_oa,customer,CUST-L3-B2B-019400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-019400
CHAT-LO-2024-02-24-692a5b,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-24-692a5b.md,doc_chat_line_oa,customer,CUST-L3-B2B-009200,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-009200
CHAT-LO-2024-02-25-01478b,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-25-01478b.md,doc_chat_line_oa,customer,CUST-L3-B2B-021200,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-021200
CHAT-LO-2024-02-26-d7198b,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-26-d7198b.md,doc_chat_line_oa,customer,CUST-L3-B2B-016000,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-016000
CHAT-LO-2024-02-26-f3f4ec,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-26-f3f4ec.md,doc_chat_line_oa,customer,CUST-L3-B2B-022600,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-022600
CHAT-LO-2024-02-27-b5f1cb,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-27-b5f1cb.md,doc_chat_line_oa,customer,CUST-L3-B2B-006300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-006300
CHAT-LO-2024-02-27-df7b14,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-27-df7b14.md,doc_chat_line_oa,customer,CUST-L3-B2B-020100,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-020100
CHAT-LO-2024-02-28-c272c0,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-02-28-c272c0.md,doc_chat_line_oa,customer,CUST-L3-B2B-004900,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-004900
CHAT-LO-2024-03-03-93ce04,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-03-93ce04.md,doc_chat_line_oa,customer,CUST-L3-B2B-021300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-021300
CHAT-LO-2024-03-04-78ce31,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-04-78ce31.md,doc_chat_line_oa,customer,CUST-L3-B2B-012100,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-012100
CHAT-LO-2024-03-05-24bc84,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-05-24bc84.md,doc_chat_line_oa,customer,CUST-L3-B2B-029300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-029300
CHAT-LO-2024-03-07-d24bce,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-07-d24bce.md,doc_chat_line_oa,customer,CUST-L3-B2B-015300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-015300
CHAT-LO-2024-03-08-11e07e,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-08-11e07e.md,doc_chat_line_oa,customer,CUST-L3-B2B-006800,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-006800
CHAT-LO-2024-03-09-44123b,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-09-44123b.md,doc_chat_line_oa,customer,CUST-L3-B2B-015100,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-015100
CHAT-LO-2024-03-10-07a243,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-10-07a243.md,doc_chat_line_oa,customer,CUST-L3-B2B-020100,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-020100
CHAT-LO-2024-03-10-75c483,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-10-75c483.md,doc_chat_line_oa,customer,CUST-L3-B2B-022900,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-022900
CHAT-LO-2024-03-11-5b8999,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-11-5b8999.md,doc_chat_line_oa,customer,CUST-L3-B2B-022300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-022300
CHAT-LO-2024-03-12-b0a8be,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-12-b0a8be.md,doc_chat_line_oa,customer,CUST-L3-B2B-002100,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-002100
CHAT-LO-2024-03-14-51335b,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-14-51335b.md,doc_chat_line_oa,customer,CUST-L3-B2B-024300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-024300
CHAT-LO-2024-03-15-94aa96,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-15-94aa96.md,doc_chat_line_oa,customer,CUST-L3-B2B-010000,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-010000
CHAT-LO-2024-03-16-066772,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-16-066772.md,doc_chat_line_oa,customer,CUST-L3-B2B-027000,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-027000
CHAT-LO-2024-03-18-4398ed,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-18-4398ed.md,doc_chat_line_oa,customer,CUST-L3-B2B-013300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-013300
CHAT-LO-2024-03-19-c3be56,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-19-c3be56.md,doc_chat_line_oa,customer,CUST-L3-B2B-023400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-023400
CHAT-LO-2024-03-20-636d55,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-20-636d55.md,doc_chat_line_oa,customer,CUST-L3-B2B-000900,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-000900
CHAT-LO-2024-03-21-6fcda4,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-21-6fcda4.md,doc_chat_line_oa,customer,CUST-L3-B2B-012700,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-012700
CHAT-LO-2024-03-22-9aa059,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-22-9aa059.md,doc_chat_line_oa,customer,CUST-L3-B2B-014700,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-014700
CHAT-LO-2024-03-24-aa2bba,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-24-aa2bba.md,doc_chat_line_oa,customer,CUST-L3-B2B-024900,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-024900
CHAT-LO-2024-03-24-bc228d,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-24-bc228d.md,doc_chat_line_oa,customer,CUST-L3-B2B-017700,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-017700
CHAT-LO-2024-03-25-69e504,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-25-69e504.md,doc_chat_line_oa,customer,CUST-L3-B2B-029400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-029400
CHAT-LO-2024-03-25-a894d7,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-25-a894d7.md,doc_chat_line_oa,customer,CUST-L3-B2B-006600,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-006600
CHAT-LO-2024-03-25-e6f783,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-25-e6f783.md,doc_chat_line_oa,customer,CUST-L3-B2B-013100,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-013100
CHAT-LO-2024-03-26-ca6e42,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-26-ca6e42.md,doc_chat_line_oa,customer,CUST-L3-B2B-010000,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-010000
CHAT-LO-2024-03-27-e3ffad,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-27-e3ffad.md,doc_chat_line_oa,customer,CUST-L3-B2B-022100,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-022100
CHAT-LO-2024-03-29-13885b,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-29-13885b.md,doc_chat_line_oa,customer,CUST-L3-B2B-008300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-008300
CHAT-LO-2024-03-30-db243b,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-30-db243b.md,doc_chat_line_oa,customer,CUST-L3-B2B-018400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-018400
CHAT-LO-2024-03-31-a02233,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-03-31-a02233.md,doc_chat_line_oa,customer,CUST-L3-B2B-004500,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-004500
CHAT-LO-2024-04-01-ccb4f6,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-01-ccb4f6.md,doc_chat_line_oa,customer,CUST-L3-B2B-011500,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-011500
CHAT-LO-2024-04-02-1a11f8,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-02-1a11f8.md,doc_chat_line_oa,customer,CUST-L3-B2B-029900,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-029900
CHAT-LO-2024-04-03-7ded70,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-03-7ded70.md,doc_chat_line_oa,customer,CUST-L3-B2B-004500,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-004500
CHAT-LO-2024-04-03-fa89d7,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-03-fa89d7.md,doc_chat_line_oa,customer,CUST-L3-B2B-024100,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-024100
CHAT-LO-2024-04-09-e0b74d,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-09-e0b74d.md,doc_chat_line_oa,customer,CUST-L3-B2B-006800,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-006800
CHAT-LO-2024-04-10-8a25d8,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-10-8a25d8.md,doc_chat_line_oa,customer,CUST-L3-B2B-026700,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-026700
CHAT-LO-2024-04-12-0c196f,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-12-0c196f.md,doc_chat_line_oa,customer,CUST-L3-B2B-023200,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-023200
CHAT-LO-2024-04-18-3214be,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-18-3214be.md,doc_chat_line_oa,customer,CUST-L3-B2B-009300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-009300
CHAT-LO-2024-04-19-0a1201,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-19-0a1201.md,doc_chat_line_oa,customer,CUST-L3-B2B-011500,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-011500
CHAT-LO-2024-04-20-aeea24,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-20-aeea24.md,doc_chat_line_oa,customer,CUST-L3-B2B-001200,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-001200
CHAT-LO-2024-04-21-f1d22e,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-21-f1d22e.md,doc_chat_line_oa,customer,CUST-L3-B2B-024500,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-024500
CHAT-LO-2024-04-23-37c8af,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-23-37c8af.md,doc_chat_line_oa,customer,CUST-L3-B2B-014700,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-014700
CHAT-LO-2024-04-23-699309,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-23-699309.md,doc_chat_line_oa,customer,CUST-L3-B2B-020200,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-020200
CHAT-LO-2024-04-23-ec8bcb,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-23-ec8bcb.md,doc_chat_line_oa,customer,CUST-L3-B2B-020700,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-020700
CHAT-LO-2024-04-24-22b5e1,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-24-22b5e1.md,doc_chat_line_oa,customer,CUST-L3-B2B-023800,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-023800
CHAT-LO-2024-04-24-c72a5e,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-24-c72a5e.md,doc_chat_line_oa,customer,CUST-L3-B2B-017400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-017400
CHAT-LO-2024-04-26-92118d,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-26-92118d.md,doc_chat_line_oa,customer,CUST-L3-B2B-011800,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-011800
CHAT-LO-2024-04-26-b3c27b,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-26-b3c27b.md,doc_chat_line_oa,customer,CUST-L3-B2B-026300,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-026300
CHAT-LO-2024-04-27-446278,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-27-446278.md,doc_chat_line_oa,customer,CUST-L3-B2B-006400,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-006400
CHAT-LO-2024-04-28-0fb4bc,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-28-0fb4bc.md,doc_chat_line_oa,customer,CUST-L3-B2B-015200,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-015200
CHAT-LO-2024-04-29-19f1b1,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-04-29-19f1b1.md,doc_chat_line_oa,customer,CUST-L3-B2B-001000,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-001000
CHAT-LO-2024-05-02-828548,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-05-02-828548.md,doc_chat_line_oa,customer,CUST-L3-B2B-021800,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-021800
CHAT-LO-2024-05-04-e5d5b2,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-05-04-e5d5b2.md,doc_chat_line_oa,customer,CUST-L3-B2B-006900,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-006900
CHAT-LO-2024-05-06-a3258b,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-05-06-a3258b.md,doc_chat_line_oa,customer,CUST-L3-B2B-017800,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-017800
CHAT-LO-2024-05-07-1eca8e,super-ai-engineer-season-6-fah-mai-the-finale/docs/chat_line_oa/CHAT-LO-2024-05-07-1eca8e.md,doc_chat_line_oa,customer,CUST-L3-B2B-027900,DIM_CUSTOMER,customer_id,exact_id,1.00,true,matched_token=CUST-L3-B2B-027900
